DASYLab - V 12.00.01
Worksheet name: RSG 400K RS232 - MASTER
Recording date     : 5/20/2014,  7:32:23 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 2
Measurement time[s]	Disp [in]	Load [lb]	
103.4	1.31830	73600	
103.5	1.31910	73600	
103.6	1.32010	73600	
103.7	1.32080	73600	
103.8	1.32160	73600	
103.9	1.32260	73600	
104.0	1.32310	73700	
104.1	1.32410	73700	
104.2	1.32510	73700	
104.3	1.32560	73700	
104.4	1.32680	73800	
104.5	1.32730	73700	
104.5	1.32810	73700	
104.7	1.32930	73800	
104.8	1.32980	73800	
104.9	1.33080	73800	
105.0	1.33180	73800	
105.1	1.33260	73800	
105.2	1.33330	73800	
105.3	1.33430	73800	
105.4	1.33510	73800	
105.5	1.33580	73900	
105.6	1.33680	73800	
105.7	1.33760	73900	
105.8	1.33830	73900	
105.9	1.33930	73900	
106.0	1.34010	73900	
106.1	1.34080	73900	
106.2	1.34180	74000	
106.3	1.34260	74000	
106.4	1.34330	74000	
106.5	1.34430	74000	
106.6	1.34510	74000	
106.7	1.34580	74000	
106.8	1.34680	74000	
106.9	1.34760	74000	
107.0	1.34830	74000	
107.1	1.34930	74000	
107.2	1.35010	74000	
107.3	1.35090	74000	
107.4	1.35190	74000	
107.5	1.35260	74000	
107.6	1.35340	74000	
107.7	1.35410	74000	
107.8	1.35510	74000	
107.9	1.35590	74000	
108.0	1.35660	74100	
108.1	1.35740	74100	
108.2	1.35840	74100	
108.3	1.35910	74100	
108.4	1.35990	74100	
108.5	1.36090	74100	
108.6	1.36160	74100	
108.7	1.36240	74100	
108.8	1.36340	74200	
108.9	1.36410	74200	
109.0	1.36510	74200	
109.1	1.36590	74200	
109.2	1.36660	74200	
109.3	1.36760	74200	
109.4	1.36840	74200	
109.5	1.36910	74200	
109.6	1.37010	74300	
109.7	1.37090	74300	
109.8	1.37160	74300	
109.9	1.37260	74300	
110.0	1.37340	74300	
110.1	1.37410	74300	
110.2	1.37510	74300	
110.3	1.37590	74300	
110.4	1.37690	74400	
110.5	1.37760	74400	
110.6	1.37840	74400	
110.7	1.37940	74400	
110.8	1.38010	74400	
110.9	1.38090	74400	
111.0	1.38190	74400	
111.1	1.38260	74400	
111.2	1.38360	74400	
111.3	1.38440	74400	
111.4	1.38510	74400	
111.5	1.38590	74400	
111.6	1.38690	74400	
111.7	1.38760	74400	
111.8	1.38860	74400	
111.9	1.38940	74400	
112.0	1.39010	74400	
112.1	1.39110	74400	
112.2	1.39190	74400	
112.3	1.39260	74400	
112.4	1.39360	74500	
112.5	1.39440	74500	
112.6	1.39510	74500	
112.7	1.39610	74500	
112.8	1.39690	74500	
112.9	1.39760	74500	
113.0	1.39860	74500	
113.1	1.39940	74500	
113.2	1.40010	74500	
113.3	1.40120	74500	
113.4	1.40190	74500	
113.5	1.40270	74600	
113.6	1.40370	74600	
113.7	1.40440	74600	
113.8	1.40520	74600	
113.9	1.40620	74600	
114.0	1.40690	74600	
114.1	1.40770	74600	
114.2	1.40870	74600	
114.3	1.40940	74600	
114.4	1.41020	74700	
114.5	1.41120	74700	
114.6	1.41190	74700	
114.7	1.41270	74700	
114.8	1.41370	74700	
114.9	1.41440	74700	
115.0	1.41520	74700	
115.1	1.41590	74700	
115.2	1.41690	74700	
115.3	1.41770	74700	
115.4	1.41840	74800	
115.5	1.41920	74800	
115.6	1.42020	74800	
115.7	1.42090	74800	
115.8	1.42170	74800	
115.9	1.42240	74800	
116.0	1.42340	74800	
116.1	1.42420	74800	
116.2	1.42490	74800	
116.3	1.42590	74800	
116.4	1.42670	74800	
116.5	1.42770	74800	
116.6	1.42840	74800	
116.7	1.42920	74800	
116.8	1.43020	74800	
116.9	1.43090	74800	
117.0	1.43170	74800	
117.1	1.43270	74800	
117.2	1.43340	74800	
117.3	1.43420	74800	
117.4	1.43520	74800	
117.5	1.43590	74800	
117.6	1.43670	74900	
117.7	1.43770	74800	
117.8	1.43840	74900	
117.9	1.43920	74900	
118.0	1.44020	74900	
118.1	1.44090	74900	
118.2	1.44170	74900	
118.3	1.44270	74900	
118.4	1.44340	74900	
118.5	1.44420	74900	
118.6	1.44520	74900	
118.7	1.44590	74900	
118.8	1.44670	74900	
118.9	1.44770	75000	
119.0	1.44840	75000	
119.1	1.44920	75000	
119.2	1.45000	75000	
119.3	1.45100	75000	
119.4	1.45170	75000	
119.5	1.45250	75000	
119.6	1.45350	75000	
119.7	1.45420	75000	
119.8	1.45500	75000	
119.9	1.45600	75000	
120.0	1.45670	75000	
120.1	1.45750	75000	
120.2	1.45850	75100	
120.3	1.45920	75100	
120.4	1.46000	75100	
120.5	1.46100	75100	
120.6	1.46170	75100	
120.7	1.46250	75100	
120.8	1.46320	75100	
120.9	1.46420	75100	
121.0	1.46500	75100	
121.1	1.46570	75100	
121.2	1.46670	75100	
121.3	1.46750	75200	
121.4	1.46820	75200	
121.5	1.46920	75200	
121.6	1.47000	75200	
121.7	1.47070	75200	
121.8	1.47170	75200	
121.9	1.47250	75200	
122.0	1.47320	75200	
122.1	1.47420	75200	
122.2	1.47500	75200	
122.3	1.47570	75200	
122.4	1.47650	75200	
122.5	1.47750	75200	
122.6	1.47820	75200	
122.7	1.47900	75200	
122.8	1.48000	75200	
122.9	1.48070	75200	
123.0	1.48150	75200	
123.1	1.48220	75200	
123.2	1.48320	75200	
123.3	1.48400	75200	
123.4	1.48470	75200	
123.5	1.48570	75200	
123.6	1.48650	75200	
123.7	1.48720	75300	
123.8	1.48800	75200	
123.9	1.48900	75300	
124.0	1.48970	75300	
124.1	1.49050	75300	
124.2	1.49120	75300	
124.3	1.49220	75300	
124.4	1.49300	75300	
124.5	1.49370	75300	
124.6	1.49450	75300	
124.7	1.49550	75300	
124.8	1.49620	75300	
124.9	1.49720	75300	
125.0	1.49800	75300	
125.1	1.49870	75300	
125.2	1.49970	75400	
125.3	1.50050	75400	
125.4	1.50130	75400	
125.5	1.50200	75400	
125.6	1.50300	75400	
125.7	1.50380	75400	
125.8	1.50480	75400	
125.9	1.50550	75400	
126.0	1.50630	75400	
126.1	1.50730	75400	
126.2	1.50800	75400	
126.3	1.50880	75400	
126.4	1.50980	75400	
126.5	1.51050	75500	
126.6	1.51130	75400	
126.7	1.51230	75500	
126.8	1.51300	75500	
126.9	1.51380	75500	
127.0	1.51480	75500	
127.1	1.51550	75500	
127.2	1.51630	75500	
127.3	1.51730	75500	
127.4	1.51800	75500	
127.5	1.51880	75500	
127.6	1.51950	75500	
127.7	1.52050	75500	
127.8	1.52130	75500	
127.9	1.52200	75500	
128.0	1.52300	75600	
128.1	1.52380	75600	
128.2	1.52450	75600	
128.3	1.52550	75600	
128.4	1.52630	75600	
128.5	1.52700	75600	
128.6	1.52800	75600	
128.7	1.52880	75600	
128.8	1.52950	75600	
128.9	1.53050	75600	
129.0	1.53130	75600	
129.1	1.53230	75600	
129.2	1.53300	75600	
129.3	1.53380	75600	
129.4	1.53480	75600	
129.5	1.53550	75600	
129.6	1.53650	75600	
129.7	1.53730	75600	
129.8	1.53800	75600	
129.9	1.53900	75600	
130.0	1.53980	75600	
130.1	1.54050	75600	
130.2	1.54150	75600	
130.3	1.54230	75600	
130.4	1.54300	75600	
130.5	1.54380	75600	
130.6	1.54480	75600	
130.7	1.54550	75600	
130.8	1.54630	75600	
130.9	1.54730	75700	
131.0	1.54800	75600	
131.1	1.54880	75600	
131.2	1.54980	75700	
131.3	1.55060	75700	
131.4	1.55130	75700	
131.5	1.55210	75700	
131.6	1.55310	75700	
131.7	1.55380	75700	
131.8	1.55480	75700	
131.9	1.55560	75700	
132.0	1.55630	75700	
132.1	1.55730	75700	
132.2	1.55810	75700	
132.3	1.55880	75700	
132.4	1.55980	75700	
132.5	1.56060	75700	
132.6	1.56160	75700	
132.7	1.56230	75700	
132.8	1.56310	75800	
132.9	1.56410	75800	
133.0	1.56480	75800	
133.1	1.56560	75800	
133.2	1.56630	75800	
133.3	1.56730	75800	
133.4	1.56810	75800	
133.5	1.56880	75800	
133.6	1.56980	75800	
133.7	1.57060	75800	
133.8	1.57130	75800	
133.9	1.57210	75800	
134.0	1.57310	75800	
134.1	1.57380	75800	
134.2	1.57480	75800	
134.3	1.57560	75800	
134.4	1.57630	75900	
134.5	1.57730	75900	
134.6	1.57810	75900	
134.7	1.57880	75900	
134.8	1.57980	75900	
134.9	1.58060	75900	
135.0	1.58130	75900	
135.1	1.58230	75900	
135.2	1.58310	75900	
135.3	1.58410	75900	
135.4	1.58480	75900	
135.5	1.58560	75900	
135.6	1.58660	75900	
135.7	1.58730	75900	
135.8	1.58810	76000	
135.9	1.58910	75900	
136.0	1.58980	76000	
136.1	1.59080	76000	
136.2	1.59160	75900	
136.3	1.59230	76000	
136.4	1.59330	76000	
136.5	1.59410	76000	
136.6	1.59480	76000	
136.7	1.59580	76000	
136.8	1.59660	76000	
136.9	1.59730	76000	
137.0	1.59830	76000	
137.1	1.59910	76000	
137.2	1.59960	76000	
137.3	1.60040	76000	
137.4	1.60140	76000	
137.5	1.60210	76000	
137.6	1.60290	76000	
137.7	1.60390	76000	
137.8	1.60460	76000	
137.9	1.60540	76000	
138.0	1.60610	76000	
138.1	1.60710	76000	
138.2	1.60790	76000	
138.3	1.60860	76000	
138.4	1.60960	76000	
138.5	1.61040	76000	
138.6	1.61110	76000	
138.7	1.61210	76000	
138.8	1.61290	76000	
138.9	1.61360	76000	
139.0	1.61460	76000	
139.1	1.61540	76000	
139.2	1.61610	76000	
139.3	1.61710	76000	
139.4	1.61790	76000	
139.5	1.61860	76000	
139.6	1.61940	76000	
139.7	1.62040	76000	
139.8	1.62110	76000	
139.9	1.62190	76000	
140.0	1.62290	76000	
140.1	1.62360	76000	
140.2	1.62460	76000	
140.3	1.62540	76100	
140.4	1.62640	76100	
140.5	1.62710	76100	
140.6	1.62790	76100	
140.7	1.62890	76100	
140.8	1.62960	76100	
140.9	1.63040	76100	
141.0	1.63140	76100	
141.1	1.63210	76100	
141.2	1.63290	76100	
141.3	1.63390	76100	
141.4	1.63460	76100	
141.5	1.63540	76100	
141.6	1.63640	76100	
141.7	1.63710	76100	
141.8	1.63790	76100	
141.9	1.63890	76100	
142.0	1.63960	76100	
142.1	1.64060	76200	
142.2	1.64140	76200	
142.3	1.64210	76200	
142.4	1.64310	76200	
142.5	1.64390	76200	
142.6	1.64460	76200	
142.7	1.64560	76200	
142.8	1.64640	76200	
142.9	1.64710	76200	
143.0	1.64810	76200	
143.1	1.64890	76200	
143.2	1.64960	76200	
143.3	1.65070	76200	
143.4	1.65140	76200	
143.5	1.65220	76200	
143.6	1.65320	76200	
143.7	1.65390	76200	
143.8	1.65470	76200	
143.9	1.65570	76200	
144.0	1.65640	76200	
144.1	1.65720	76300	
144.2	1.65790	76200	
144.3	1.65890	76300	
144.4	1.65970	76300	
144.5	1.66040	76300	
144.6	1.66140	76300	
144.7	1.66220	76300	
144.8	1.66290	76300	
144.9	1.66370	76300	
145.0	1.66470	76300	
145.1	1.66540	76300	
145.2	1.66620	76300	
145.3	1.66720	76300	
145.4	1.66790	76300	
145.5	1.66870	76300	
145.6	1.66970	76300	
145.7	1.67020	76300	
145.8	1.67120	76300	
145.9	1.67190	76300	
146.0	1.67270	76300	
146.1	1.67370	76300	
146.2	1.67440	76300	
146.3	1.67520	76300	
146.4	1.67620	76300	
146.5	1.67690	76400	
146.6	1.67790	76300	
146.7	1.67870	76300	
146.8	1.67940	76400	
146.9	1.68040	76400	
147.0	1.68120	76400	
147.1	1.68190	76400	
147.2	1.68290	76400	
147.3	1.68370	76400	
147.4	1.68440	76400	
147.5	1.68540	76400	
147.6	1.68620	76400	
147.7	1.68720	76400	
147.8	1.68790	76400	
147.9	1.68870	76400	
148.0	1.68970	76400	
148.1	1.69040	76400	
148.2	1.69140	76400	
148.3	1.69220	76400	
148.4	1.69290	76400	
148.5	1.69390	76400	
148.6	1.69470	76400	
148.7	1.69570	76400	
148.8	1.69640	76400	
148.9	1.69720	76400	
149.0	1.69820	76400	
149.1	1.69890	76400	
149.2	1.69970	76400	
149.3	1.70070	76400	
149.4	1.70150	76400	
149.5	1.70220	76400	
149.6	1.70320	76400	
149.7	1.70400	76400	
149.8	1.70500	76400	
149.9	1.70570	76400	
150.0	1.70670	76400	
150.1	1.70750	76400	
150.2	1.70820	76400	
150.3	1.70920	76400	
150.4	1.71000	76400	
150.5	1.71070	76400	
150.6	1.71170	76400	
150.7	1.71250	76400	
150.8	1.71320	76400	
150.9	1.71420	76400	
151.0	1.71500	76400	
151.1	1.71570	76400	
151.2	1.71650	76400	
151.3	1.71750	76400	
151.4	1.71820	76400	
151.5	1.71900	76400	
151.6	1.72000	76400	
151.7	1.72070	76500	
151.8	1.72150	76400	
151.9	1.72250	76400	
152.0	1.72320	76500	
152.1	1.72400	76500	
152.2	1.72500	76500	
152.3	1.72570	76500	
152.4	1.72650	76500	
152.5	1.72750	76500	
152.6	1.72800	76500	
152.7	1.72900	76500	
152.8	1.72970	76500	
152.9	1.73050	76500	
153.0	1.73150	76500	
153.1	1.73220	76500	
153.2	1.73300	76500	
153.3	1.73370	76500	
153.4	1.73470	76500	
153.5	1.73550	76500	
153.6	1.73620	76500	
153.7	1.73720	76500	
153.8	1.73770	76500	
153.9	1.73850	76500	
154.0	1.73970	76500	
154.1	1.74020	76500	
154.2	1.74100	76600	
154.3	1.74200	76500	
154.4	1.74270	76500	
154.5	1.74350	76500	
154.6	1.74450	76600	
154.7	1.74520	76600	
154.8	1.74600	76600	
154.9	1.74700	76600	
155.0	1.74770	76600	
155.1	1.74850	76600	
155.2	1.74950	76600	
155.3	1.75020	76600	
155.4	1.75100	76600	
155.5	1.75200	76600	
155.6	1.75280	76600	
155.7	1.75350	76600	
155.8	1.75480	76600	
155.9	1.75550	76600	
156.0	1.75650	76600	
156.1	1.75730	76600	
156.2	1.75800	76600	
156.3	1.75900	76600	
156.4	1.75980	76600	
156.5	1.76050	76600	
156.6	1.76150	76700	
156.7	1.76200	76700	
156.8	1.76300	76600	
156.9	1.76400	76700	
157.0	1.76450	76700	
157.1	1.76530	76600	
157.2	1.76650	76700	
157.3	1.76700	76700	
157.4	1.76780	76600	
157.5	1.76880	76700	
157.6	1.76950	76700	
157.7	1.77030	76700	
157.8	1.77100	76700	
157.9	1.77200	76700	
158.0	1.77280	76700	
158.1	1.77380	76700	
158.2	1.77450	76700	
158.3	1.77530	76700	
158.4	1.77630	76700	
158.5	1.77700	76700	
158.6	1.77780	76700	
158.7	1.77850	76700	
158.8	1.77950	76700	
158.9	1.78030	76700	
159.0	1.78130	76700	
159.1	1.78200	76700	
159.2	1.78280	76700	
159.3	1.78350	76700	
159.4	1.78450	76700	
159.5	1.78500	76700	
159.6	1.78580	76700	
159.7	1.78700	76700	
159.8	1.78800	76700	
159.9	1.78850	76700	
160.0	1.78950	76700	
160.1	1.79050	76800	
160.2	1.79130	76800	
160.3	1.79200	76700	
160.4	1.79280	76700	
160.5	1.79330	76700	
160.6	1.79430	76800	
160.7	1.79530	76800	
160.8	1.79580	76800	
160.9	1.79700	76800	
161.0	1.79800	76800	
161.1	1.79880	76800	
161.2	1.79950	76800	
161.3	1.80060	76800	
161.4	1.80130	76800	
161.5	1.80180	76800	
161.6	1.80260	76800	
161.7	1.80360	76800	
161.8	1.80430	76800	
161.9	1.80510	76800	
162.0	1.80610	76800	
162.0	1.80680	76800	
162.2	1.80760	76800	
162.3	1.80860	76800	
162.4	1.80930	76800	
162.5	1.81010	76800	
162.6	1.81110	76800	
162.7	1.81210	76800	
162.8	1.81280	76800	
162.9	1.81380	76800	
163.0	1.81430	76800	
163.1	1.81530	76800	
163.2	1.81630	76800	
163.3	1.81680	76800	
163.4	1.81810	76800	
163.5	1.81860	76800	
163.6	1.81930	76800	
163.7	1.82010	76800	
163.8	1.82110	76800	
163.9	1.82180	76800	
164.0	1.82260	76800	
164.1	1.82360	76800	
164.2	1.82430	76800	
164.3	1.82530	76800	
164.4	1.82610	76800	
164.5	1.82680	76800	
164.6	1.82780	76800	
164.7	1.82860	76800	
164.8	1.82930	76800	
164.9	1.83030	76800	
165.0	1.83110	76800	
165.1	1.83180	76800	
165.2	1.83280	76800	
165.3	1.83360	76800	
165.4	1.83430	76800	
165.5	1.83530	76800	
165.6	1.83610	76800	
165.7	1.83680	76800	
165.8	1.83780	76800	
165.9	1.83860	76800	
166.0	1.83960	76800	
166.1	1.84030	76800	
166.2	1.84110	76800	
166.3	1.84210	76800	
166.4	1.84280	76800	
166.5	1.84360	76800	
166.6	1.84460	76800	
166.7	1.84530	76800	
166.8	1.84610	76800	
166.9	1.84710	76800	
167.0	1.84780	76800	
167.1	1.84880	76800	
167.2	1.84960	76800	
167.3	1.85040	76800	
167.4	1.85140	76800	
167.5	1.85210	76900	
167.6	1.85290	76900	
167.7	1.85390	76900	
167.8	1.85460	76900	
167.9	1.85540	76900	
168.0	1.85640	76900	
168.1	1.85710	76900	
168.2	1.85810	76900	
168.3	1.85890	76900	
168.4	1.85960	76900	
168.5	1.86040	76900	
168.6	1.86140	76900	
168.7	1.86210	76900	
168.8	1.86310	76900	
168.9	1.86390	76900	
169.0	1.86460	76900	
169.1	1.86560	76900	
169.2	1.86640	76900	
169.3	1.86710	76900	
169.4	1.86810	76900	
169.5	1.86890	76900	
169.6	1.86990	76900	
169.7	1.87060	76900	
169.8	1.87140	76900	
169.9	1.87240	76900	
170.0	1.87310	76900	
170.1	1.87390	76900	
170.2	1.87490	76900	
170.3	1.87560	76900	
170.4	1.87640	76900	
170.5	1.87740	76900	
170.6	1.87810	76900	
170.7	1.87890	76900	
170.8	1.87990	77000	
170.9	1.88060	76900	
171.0	1.88140	76900	
171.1	1.88240	77000	
171.2	1.88310	76900	
171.3	1.88390	77000	
171.4	1.88460	77000	
171.5	1.88560	77000	
171.6	1.88640	77000	
171.7	1.88710	77000	
171.8	1.88810	77000	
171.9	1.88890	77000	
172.0	1.88960	77000	
172.1	1.89060	77000	
172.2	1.89140	77000	
172.3	1.89210	77000	
172.4	1.89310	77000	
172.5	1.89390	77000	
172.6	1.89460	77000	
172.7	1.89560	77000	
172.8	1.89640	77000	
172.9	1.89710	77000	
173.0	1.89810	77000	
173.1	1.89890	77000	
173.2	1.89990	77000	
173.3	1.90070	77000	
173.4	1.90140	77000	
173.5	1.90240	77000	
173.6	1.90320	77000	
173.7	1.90420	77000	
173.8	1.90490	77000	
173.9	1.90570	77000	
174.0	1.90670	77000	
174.1	1.90740	77000	
174.2	1.90820	77000	
174.3	1.90920	77000	
174.4	1.90990	77000	
174.5	1.91070	77000	
174.6	1.91170	77000	
174.7	1.91240	77000	
174.8	1.91340	77000	
174.9	1.91420	77000	
175.0	1.91490	77100	
175.1	1.91590	77000	
175.2	1.91670	77100	
175.3	1.91770	77100	
175.4	1.91840	77100	
175.5	1.91920	77100	
175.6	1.92020	77100	
175.7	1.92090	77100	
175.8	1.92190	77100	
175.9	1.92270	77100	
176.0	1.92340	77100	
176.1	1.92440	77100	
176.2	1.92520	77100	
176.3	1.92620	77100	
176.4	1.92690	77100	
176.5	1.92770	77100	
176.6	1.92870	77100	
176.7	1.92940	77100	
176.8	1.93020	77100	
176.9	1.93120	77100	
177.0	1.93190	77100	
177.1	1.93290	77100	
177.2	1.93370	77100	
177.3	1.93440	77100	
177.4	1.93540	77100	
177.5	1.93620	77100	
177.6	1.93690	77100	
177.7	1.93790	77100	
177.8	1.93870	77100	
177.9	1.93970	77100	
178.0	1.94040	77100	
178.1	1.94140	77100	
178.2	1.94220	77100	
178.3	1.94290	77100	
178.4	1.94390	77100	
178.5	1.94470	77100	
178.6	1.94540	77100	
178.7	1.94640	77100	
178.8	1.94720	77100	
178.9	1.94820	77100	
179.0	1.94890	77100	
179.1	1.94970	77100	
179.2	1.95070	77100	
179.3	1.95150	77200	
179.4	1.95220	77100	
179.5	1.95320	77100	
179.6	1.95400	77200	
179.7	1.95500	77100	
179.8	1.95570	77200	
179.9	1.95650	77200	
180.0	1.95750	77200	
180.1	1.95820	77200	
180.2	1.95900	77200	
180.3	1.96000	77200	
180.4	1.96070	77200	
180.5	1.96150	77200	
180.6	1.96250	77200	
180.7	1.96320	77200	
180.8	1.96400	77200	
180.9	1.96500	77200	
181.0	1.96570	77200	
181.1	1.96650	77200	
181.2	1.96750	77200	
181.3	1.96820	77200	
181.4	1.96920	77200	
181.5	1.97000	77200	
181.6	1.97070	77200	
181.7	1.97170	77200	
181.8	1.97250	77200	
181.9	1.97350	77200	
182.0	1.97420	77200	
182.1	1.97500	77200	
182.2	1.97600	77200	
182.3	1.97670	77200	
182.4	1.97770	77200	
182.5	1.97850	77200	
182.6	1.97920	77200	
182.7	1.98020	77200	
182.8	1.98100	77200	
182.9	1.98200	77200	
183.0	1.98270	77200	
183.1	1.98350	77200	
183.2	1.98450	77200	
183.3	1.98520	77200	
183.4	1.98620	77200	
183.5	1.98700	77200	
183.6	1.98770	77200	
183.7	1.98870	77200	
183.8	1.98950	77200	
183.9	1.99050	77200	
184.0	1.99120	77200	
184.1	1.99220	77200	
184.2	1.99300	77200	
184.3	1.99370	77200	
184.4	1.99470	77200	
184.5	1.99550	77200	
184.6	1.99650	77200	
184.7	1.99720	77200	
184.8	1.99800	77200	
184.9	1.99900	77200	
185.0	1.99970	77200	
185.1	2.00070	77200	
185.2	2.00150	77200	
185.3	2.00250	77200	
185.4	2.00330	77200	
185.5	2.00400	77200	
185.6	2.00500	77200	
185.7	2.00580	77200	
185.8	2.00680	77200	
185.9	2.00750	77200	
186.0	2.00830	77200	
186.1	2.00930	77200	
186.2	2.01000	77200	
186.3	2.01100	77200	
186.4	2.01180	77200	
186.5	2.01250	77200	
186.6	2.01350	77200	
186.7	2.01430	77200	
186.8	2.01530	77200	
186.9	2.01600	77200	
187.0	2.01680	77200	
187.1	2.01780	77200	
187.2	2.01850	77200	
187.3	2.01950	77200	
187.4	2.02030	77200	
187.5	2.02130	77200	
187.6	2.02200	77200	
187.7	2.02280	77200	
187.8	2.02380	77200	
187.9	2.02450	77200	
188.0	2.02530	77200	
188.1	2.02630	77200	
188.2	2.02700	77200	
188.3	2.02780	77200	
188.4	2.02880	77200	
188.5	2.02950	77200	
188.6	2.03030	77200	
188.7	2.03130	77200	
188.8	2.03200	77200	
188.9	2.03280	77200	
189.0	2.03380	77200	
189.1	2.03450	77200	
189.2	2.03530	77200	
189.3	2.03630	77200	
189.4	2.03700	77200	
189.5	2.03780	77200	
189.6	2.03850	77200	
189.7	2.03950	77200	
189.8	2.04030	77200	
189.9	2.04100	77200	
190.0	2.04200	77200	
190.1	2.04280	77200	
190.2	2.04380	77200	
190.3	2.04450	77200	
190.4	2.04530	77200	
190.5	2.04630	77200	
190.6	2.04700	77200	
190.7	2.04780	77200	
190.8	2.04880	77300	
190.9	2.04980	77300	
191.0	2.05060	77200	
191.1	2.05130	77300	
191.2	2.05230	77300	
191.3	2.05310	77300	
191.4	2.05410	77300	
191.5	2.05480	77300	
191.6	2.05560	77300	
191.7	2.05630	77300	
191.8	2.05730	77300	
191.9	2.05810	77300	
192.0	2.05880	77300	
192.1	2.05980	77300	
192.2	2.06060	77300	
192.3	2.06160	77300	
192.4	2.06230	77300	
192.5	2.06310	77300	
192.6	2.06410	77300	
192.7	2.06480	77300	
192.8	2.06580	77300	
192.9	2.06660	77300	
193.0	2.06760	77300	
193.1	2.06830	77300	
193.2	2.06910	77300	
193.3	2.07010	77300	
193.4	2.07080	77300	
193.5	2.07180	77300	
193.6	2.07260	77300	
193.7	2.07330	77300	
193.8	2.07430	77300	
193.9	2.07510	77300	
194.0	2.07610	77300	
194.1	2.07680	77300	
194.2	2.07760	77300	
194.3	2.07860	77300	
194.4	2.07930	77300	
194.5	2.08030	77300	
194.6	2.08110	77300	
194.7	2.08210	77300	
194.8	2.08280	77300	
194.9	2.08360	77300	
195.0	2.08460	77300	
195.1	2.08530	77300	
195.2	2.08630	77300	
195.3	2.08710	77300	
195.4	2.08780	77300	
195.5	2.08880	77300	
195.6	2.08960	77300	
195.7	2.09030	77300	
195.8	2.09130	77300	
195.9	2.09210	77300	
196.0	2.09310	77300	
196.1	2.09380	77300	
196.2	2.09460	77300	
196.3	2.09560	77300	
196.4	2.09630	77300	
196.5	2.09730	77300	
196.6	2.09810	77300	
196.7	2.09880	77300	
196.8	2.09990	77300	
196.9	2.10060	77300	
197.0	2.10140	77300	
197.1	2.10210	77300	
197.2	2.10310	77300	
197.3	2.10410	77300	
197.4	2.10490	77400	
197.5	2.10560	77300	
197.6	2.10660	77300	
197.7	2.10710	77400	
197.8	2.10810	77300	
197.9	2.10910	77300	
198.0	2.10960	77300	
198.1	2.11040	77300	
198.2	2.11160	77300	
198.3	2.11210	77300	
198.4	2.11290	77300	
198.5	2.11410	77300	
198.6	2.11460	77400	
198.7	2.11540	77300	
198.8	2.11640	77300	
198.9	2.11710	77400	
199.0	2.11790	77300	
199.1	2.11890	77400	
199.2	2.11960	77400	
199.3	2.12060	77300	
199.4	2.12140	77400	
199.5	2.12210	77400	
199.6	2.12310	77300	
199.7	2.12390	77400	
199.8	2.12460	77400	
199.9	2.12560	77400	
200.0	2.12640	77400	
200.1	2.12740	77400	
200.2	2.12810	77400	
200.3	2.12890	77400	
200.4	2.12990	77400	
200.5	2.13060	77400	
200.6	2.13140	77400	
200.7	2.13240	77400	
200.8	2.13340	77400	
200.9	2.13410	77400	
201.0	2.13490	77400	
201.1	2.13590	77400	
201.2	2.13660	77400	
201.3	2.13760	77400	
201.4	2.13840	77400	
201.5	2.13910	77400	
201.6	2.13990	77400	
201.7	2.14090	77400	
201.8	2.14160	77400	
201.9	2.14240	77400	
202.0	2.14310	77400	
202.1	2.14410	77400	
202.2	2.14490	77400	
202.3	2.14560	77400	
202.4	2.14640	77400	
202.5	2.14740	77400	
202.6	2.14840	77400	
202.7	2.14940	77400	
202.8	2.15010	77400	
202.9	2.15120	77400	
203.0	2.15190	77400	
203.1	2.15290	77400	
203.2	2.15370	77400	
203.3	2.15440	77400	
203.4	2.15520	77400	
203.5	2.15620	77400	
203.6	2.15690	77400	
203.7	2.15790	77400	
203.8	2.15840	77400	
203.9	2.15920	77400	
204.0	2.15990	77400	
204.1	2.16070	77400	
204.2	2.16170	77400	
204.3	2.16240	77400	
204.4	2.16320	77400	
204.5	2.16420	77400	
204.6	2.16490	77400	
204.7	2.16590	77400	
204.8	2.16670	77400	
204.9	2.16740	77400	
205.0	2.16840	77400	
205.1	2.16920	77400	
205.2	2.17020	77400	
205.3	2.17090	77400	
205.4	2.17170	77400	
205.5	2.17270	77400	
205.6	2.17340	77400	
205.7	2.17420	77400	
205.8	2.17520	77400	
205.9	2.17620	77400	
206.0	2.17690	77400	
206.1	2.17770	77400	
206.2	2.17870	77400	
206.3	2.17940	77400	
206.4	2.18040	77400	
206.5	2.18120	77400	
206.6	2.18220	77400	
206.7	2.18290	77400	
206.8	2.18370	77400	
206.9	2.18470	77400	
207.0	2.18540	77400	
207.1	2.18620	77400	
207.2	2.18720	77400	
207.3	2.18790	77400	
207.4	2.18870	77400	
207.5	2.18970	77400	
207.6	2.19040	77400	
207.7	2.19140	77400	
207.8	2.19220	77400	
207.9	2.19290	77400	
208.0	2.19390	77400	
208.1	2.19470	77500	
208.2	2.19570	77400	
208.3	2.19640	77500	
208.4	2.19720	77400	
208.5	2.19820	77500	
208.6	2.19890	77500	
208.7	2.20000	77500	
208.8	2.20070	77400	
208.9	2.20150	77500	
209.0	2.20250	77500	
209.1	2.20320	77400	
209.2	2.20400	77500	
209.3	2.20500	77400	
209.4	2.20570	77500	
209.5	2.20650	77400	
209.6	2.20750	77500	
209.7	2.20820	77500	
209.8	2.20900	77500	
209.9	2.21000	77400	
210.0	2.21070	77500	
210.1	2.21150	77400	
