DASYLab - V 12.00.01
Worksheet name: RSG 400K RS232 - MASTER
Recording date     : 5/20/2014,  7:32:23 PM
Block length       : 1
Delta              : 0.1 sec.
Number of channels : 2
Measurement time[s]	Disp [in]	Load [lb]	
210.2	2.21220	77500	
210.3	2.21320	77500	
210.4	2.21400	77400	
210.5	2.21470	77500	
210.6	2.21550	77500	
210.7	2.21650	77500	
210.8	2.21720	77500	
210.9	2.21800	77400	
211.0	2.21870	77400	
211.1	2.21970	77500	
211.2	2.22050	77500	
211.3	2.22120	77500	
211.4	2.22220	77500	
211.5	2.22300	77400	
211.6	2.22370	77500	
211.7	2.22470	77400	
211.8	2.22550	77500	
211.9	2.22650	77500	
212.0	2.22720	77500	
212.1	2.22800	77500	
212.2	2.22900	77500	
212.3	2.22970	77500	
212.4	2.23050	77500	
212.5	2.23150	77500	
212.6	2.23220	77500	
212.7	2.23300	77500	
212.8	2.23400	77500	
212.9	2.23470	77500	
213.0	2.23570	77500	
213.1	2.23650	77500	
213.2	2.23720	77500	
213.3	2.23820	77500	
213.4	2.23900	77500	
213.5	2.23970	77500	
213.6	2.24100	77500	
213.7	2.24170	77500	
213.8	2.24250	77500	
213.9	2.24350	77500	
214.0	2.24420	77500	
214.1	2.24500	77500	
214.2	2.24600	77500	
214.3	2.24670	77500	
214.4	2.24770	77500	
214.5	2.24850	77500	
214.6	2.24920	77500	
214.7	2.25020	77500	
214.8	2.25100	77500	
214.9	2.25180	77500	
215.0	2.25250	77500	
215.1	2.25350	77500	
215.2	2.25430	77500	
215.3	2.25500	77500	
215.4	2.25580	77500	
215.5	2.25680	77500	
215.6	2.25750	77500	
215.7	2.25830	77500	
215.8	2.25930	77500	
215.9	2.26000	77500	
216.0	2.26080	77500	
216.1	2.26150	77500	
216.2	2.26250	77500	
216.3	2.26350	77500	
216.4	2.26430	77500	
216.5	2.26500	77500	
216.6	2.26600	77500	
216.7	2.26650	77500	
216.8	2.26750	77500	
216.9	2.26830	77500	
217.0	2.26930	77500	
217.1	2.27000	77500	
217.2	2.27100	77500	
217.3	2.27180	77500	
217.4	2.27280	77500	
217.5	2.27300	77500	
217.6	2.27400	77500	
217.7	2.27530	77500	
217.8	2.27550	77500	
217.9	2.27680	77500	
218.0	2.27780	77500	
218.1	2.27850	77500	
218.2	2.27930	77500	
218.3	2.28030	77500	
218.4	2.28100	77500	
218.5	2.28180	77500	
218.6	2.28230	77500	
218.7	2.28330	77500	
218.8	2.28400	77500	
218.9	2.28480	77500	
219.0	2.28580	77500	
219.1	2.28650	77500	
219.2	2.28730	77500	
219.3	2.28830	77500	
219.4	2.28900	77500	
219.5	2.29000	77500	
219.6	2.29080	77500	
219.7	2.29200	77500	
219.8	2.29280	77600	
219.9	2.29350	77500	
220.0	2.29430	77500	
220.1	2.29500	77500	
220.2	2.29600	77500	
220.3	2.29680	77500	
220.4	2.29750	77500	
220.5	2.29850	77500	
220.6	2.29930	77500	
220.7	2.30000	77600	
220.8	2.30080	77500	
220.9	2.30180	77500	
221.0	2.30260	77500	
221.1	2.30330	77500	
221.2	2.30430	77500	
221.3	2.30510	77500	
221.4	2.30610	77500	
221.5	2.30680	77500	
221.6	2.30760	77500	
221.7	2.30860	77500	
221.8	2.30930	77500	
221.9	2.31010	77500	
222.0	2.31110	77500	
222.1	2.31180	77500	
222.2	2.31260	77500	
222.3	2.31360	77500	
222.4	2.31430	77500	
222.5	2.31530	77500	
222.6	2.31610	77500	
222.7	2.31680	77500	
222.8	2.31780	77500	
222.9	2.31860	77500	
223.0	2.31930	77500	
223.1	2.32030	77500	
223.2	2.32110	77500	
223.3	2.32210	77500	
223.4	2.32280	77500	
223.5	2.32360	77500	
223.6	2.32460	77500	
223.7	2.32530	77500	
223.8	2.32610	77500	
223.9	2.32710	77500	
224.0	2.32810	77500	
224.1	2.32880	77500	
224.2	2.32960	77600	
224.3	2.33060	77500	
224.4	2.33130	77600	
224.5	2.33210	77500	
224.6	2.33310	77500	
224.7	2.33380	77600	
224.8	2.33480	77500	
224.9	2.33560	77500	
225.0	2.33630	77600	
225.1	2.33730	77500	
225.2	2.33810	77600	
225.3	2.33880	77500	
225.4	2.33980	77500	
225.5	2.34060	77500	
225.6	2.34130	77500	
225.7	2.34230	77500	
225.8	2.34310	77500	
225.9	2.34410	77600	
226.0	2.34480	77600	
226.1	2.34560	77600	
226.2	2.34660	77500	
226.3	2.34730	77600	
226.4	2.34810	77600	
226.5	2.34910	77500	
226.6	2.34990	77600	
226.7	2.35090	77500	
226.8	2.35160	77600	
226.9	2.35240	77600	
227.0	2.35340	77600	
227.1	2.35410	77500	
227.2	2.35490	77600	
227.3	2.35590	77600	
227.4	2.35660	77600	
227.5	2.35740	77600	
227.6	2.35840	77600	
227.7	2.35910	77600	
227.8	2.35990	77600	
227.9	2.36090	77600	
228.0	2.36160	77600	
228.1	2.36240	77600	
228.2	2.36310	77500	
228.3	2.36390	77600	
228.4	2.36490	77600	
228.5	2.36560	77600	
228.6	2.36640	77600	
228.7	2.36710	77600	
228.8	2.36810	77600	
228.9	2.36890	77600	
229.0	2.36960	77600	
229.1	2.37060	77600	
229.2	2.37140	77600	
229.3	2.37240	77600	
229.4	2.37310	77600	
229.5	2.37390	77600	
229.6	2.37490	77600	
229.7	2.37560	77600	
229.8	2.37660	77600	
229.9	2.37740	77600	
230.0	2.37810	77600	
230.1	2.37910	77600	
230.2	2.37990	77600	
230.3	2.38060	77600	
230.4	2.38160	77600	
230.5	2.38240	77600	
230.6	2.38340	77500	
230.7	2.38410	77600	
230.8	2.38490	77600	
230.9	2.38590	77600	
231.0	2.38660	77600	
231.1	2.38760	77600	
231.2	2.38840	77600	
231.3	2.38910	77600	
231.4	2.39010	77600	
231.5	2.39090	77600	
231.6	2.39190	77600	
231.7	2.39260	77600	
231.8	2.39360	77600	
231.9	2.39440	77600	
232.0	2.39510	77600	
232.1	2.39610	77600	
232.2	2.39690	77600	
232.3	2.39790	77600	
232.4	2.39860	77600	
232.5	2.39960	77600	
232.6	2.40040	77600	
232.7	2.40120	77600	
232.8	2.40220	77600	
232.9	2.40290	77600	
233.0	2.40390	77600	
233.1	2.40470	77600	
233.2	2.40570	77600	
233.3	2.40640	77600	
233.4	2.40720	77600	
233.5	2.40820	77600	
233.6	2.40890	77600	
233.7	2.40970	77600	
233.8	2.41070	77600	
233.9	2.41140	77600	
234.0	2.41240	77600	
234.1	2.41320	77600	
234.2	2.41390	77600	
234.3	2.41490	77600	
234.4	2.41570	77600	
234.5	2.41670	77600	
234.6	2.41740	77600	
234.7	2.41820	77600	
234.8	2.41920	77600	
234.9	2.41990	77600	
235.0	2.42090	77600	
235.1	2.42170	77600	
235.2	2.42240	77600	
235.3	2.42340	77600	
235.4	2.42420	77600	
235.5	2.42490	77600	
235.6	2.42590	77500	
235.7	2.42670	77600	
235.8	2.42740	77600	
235.9	2.42840	77600	
236.0	2.42920	77600	
236.1	2.42990	77600	
236.2	2.43070	77600	
236.3	2.43170	77600	
236.4	2.43240	77600	
236.5	2.43320	77600	
236.6	2.43420	77600	
236.7	2.43490	77600	
236.8	2.43570	77600	
236.9	2.43670	77600	
237.0	2.43740	77600	
237.1	2.43820	77600	
237.2	2.43920	77600	
237.3	2.43990	77600	
237.4	2.44090	77600	
237.5	2.44170	77600	
237.6	2.44240	77600	
237.7	2.44340	77600	
237.8	2.44420	77600	
237.9	2.44520	77600	
238.0	2.44590	77600	
238.1	2.44670	77600	
238.2	2.44770	77600	
238.3	2.44840	77600	
238.4	2.44940	77600	
238.5	2.45020	77600	
238.6	2.45100	77600	
238.7	2.45200	77600	
238.8	2.45270	77600	
238.9	2.45370	77600	
239.0	2.45450	77600	
239.1	2.45550	77600	
239.2	2.45620	77600	
239.3	2.45700	77600	
239.4	2.45800	77600	
239.5	2.45870	77600	
239.6	2.45970	77600	
239.7	2.46050	77600	
239.8	2.46150	77600	
239.9	2.46220	77600	
240.0	2.46320	77600	
240.1	2.46400	77600	
240.2	2.46500	77600	
240.3	2.46570	77600	
240.4	2.46650	77600	
240.5	2.46750	77600	
240.6	2.46820	77600	
240.7	2.46920	77600	
240.8	2.47000	77600	
240.9	2.47070	77600	
241.0	2.47170	77600	
241.1	2.47250	77600	
241.2	2.47350	77600	
241.3	2.47420	77600	
241.4	2.47520	77600	
241.5	2.47600	77600	
241.6	2.47670	77600	
241.7	2.47770	77600	
241.8	2.47850	77600	
241.9	2.47950	77600	
242.0	2.48020	77600	
242.1	2.48100	77600	
242.2	2.48200	77600	
242.3	2.48270	77600	
242.4	2.48370	77600	
242.5	2.48450	77600	
242.6	2.48520	77600	
242.7	2.48620	77600	
242.8	2.48700	77600	
242.9	2.48800	77600	
243.0	2.48870	77600	
243.1	2.48950	77600	
243.2	2.49050	77600	
243.3	2.49120	77600	
243.4	2.49200	77600	
243.5	2.49300	77600	
243.6	2.49370	77600	
243.7	2.49450	77600	
243.8	2.49550	77600	
243.9	2.49620	77600	
244.0	2.49700	77600	
244.1	2.49800	77600	
244.2	2.49870	77600	
244.3	2.49950	77600	
244.4	2.50050	77600	
244.5	2.50130	77600	
244.6	2.50200	77600	
244.7	2.50300	77600	
244.8	2.50380	77600	
244.9	2.50450	77600	
245.0	2.50550	77600	
245.1	2.50630	77600	
245.2	2.50730	77600	
245.3	2.50800	77600	
245.4	2.50880	77600	
245.5	2.50980	77600	
245.6	2.51050	77600	
245.7	2.51150	77600	
245.8	2.51230	77600	
245.9	2.51300	77600	
246.0	2.51400	77600	
246.1	2.51480	77600	
246.2	2.51580	77600	
246.3	2.51650	77600	
246.4	2.51750	77600	
246.5	2.51830	77600	
246.6	2.51900	77600	
246.7	2.52000	77600	
246.8	2.52080	77600	
246.9	2.52180	77600	
247.0	2.52250	77600	
247.1	2.52330	77600	
247.2	2.52430	77600	
247.3	2.52500	77600	
247.4	2.52600	77600	
247.5	2.52680	77600	
247.6	2.52780	77600	
247.7	2.52850	77600	
247.8	2.52930	77600	
247.9	2.53030	77600	
248.0	2.53130	77600	
248.1	2.53200	77500	
248.2	2.53280	77600	
248.3	2.53380	77600	
248.4	2.53450	77600	
248.5	2.53550	77600	
248.6	2.53630	77500	
248.7	2.53700	77500	
248.8	2.53780	77600	
248.9	2.53850	77500	
249.0	2.53930	77600	
249.1	2.54030	77600	
249.2	2.54100	77600	
249.3	2.54200	77600	
249.4	2.54280	77500	
249.5	2.54350	77500	
249.6	2.54450	77600	
249.7	2.54530	77500	
249.8	2.54630	77600	
249.9	2.54700	77600	
250.0	2.54780	77500	
250.1	2.54880	77600	
250.2	2.54950	77600	
250.3	2.55060	77600	
250.4	2.55130	77600	
250.5	2.55230	77500	
250.6	2.55310	77600	
250.7	2.55380	77500	
250.8	2.55480	77500	
250.9	2.55560	77500	
251.0	2.55660	77500	
251.1	2.55730	77500	
251.2	2.55830	77500	
251.3	2.55910	77500	
251.4	2.55980	77500	
251.5	2.56080	77600	
251.6	2.56160	77500	
251.7	2.56260	77500	
251.8	2.56330	77600	
251.9	2.56460	77500	
252.0	2.56530	77500	
252.1	2.56630	77500	
252.2	2.56710	77500	
252.3	2.56780	77500	
252.4	2.56880	77500	
252.5	2.56960	77500	
252.6	2.57030	77500	
252.7	2.57130	77500	
252.8	2.57210	77500	
252.9	2.57280	77500	
253.0	2.57380	77500	
253.1	2.57460	77500	
253.2	2.57530	77500	
253.3	2.57630	77500	
253.4	2.57710	77500	
253.5	2.57780	77500	
253.6	2.57880	77500	
253.7	2.57960	77500	
253.8	2.58060	77500	
253.9	2.58130	77500	
254.0	2.58210	77500	
254.1	2.58310	77500	
254.2	2.58380	77500	
254.3	2.58480	77500	
254.4	2.58560	77500	
254.5	2.58630	77500	
254.6	2.58730	77500	
254.7	2.58810	77500	
254.8	2.58910	77500	
254.9	2.58980	77500	
255.0	2.59060	77500	
255.1	2.59160	77500	
255.2	2.59230	77500	
255.3	2.59330	77500	
255.4	2.59410	77500	
255.5	2.59480	77500	
255.6	2.59580	77500	
255.7	2.59660	77500	
255.8	2.59760	77500	
255.9	2.59830	77600	
256.0	2.59910	77500	
256.1	2.60010	77500	
256.2	2.60090	77500	
256.3	2.60190	77500	
256.4	2.60260	77500	
256.5	2.60360	77500	
256.6	2.60440	77500	
256.7	2.60510	77500	
256.8	2.60610	77500	
256.9	2.60690	77500	
257.0	2.60760	77500	
257.1	2.60860	77500	
257.2	2.60940	77500	
257.3	2.61040	77500	
257.4	2.61110	77500	
257.5	2.61210	77500	
257.6	2.61290	77500	
257.7	2.61390	77500	
257.8	2.61460	77500	
257.9	2.61540	77500	
258.0	2.61640	77500	
258.1	2.61710	77500	
258.2	2.61810	77500	
258.3	2.61890	77500	
258.4	2.61960	77500	
258.5	2.62060	77500	
258.6	2.62140	77500	
258.7	2.62240	77500	
258.8	2.62310	77500	
258.9	2.62360	77500	
259.0	2.62440	77500	
259.1	2.62540	77500	
259.2	2.62610	77500	
259.3	2.62690	77500	
259.4	2.62790	77500	
259.5	2.62860	77500	
259.6	2.62940	77500	
259.7	2.63040	77500	
259.8	2.63110	77500	
259.9	2.63210	77500	
260.0	2.63290	77500	
260.1	2.63360	77500	
260.2	2.63460	77500	
260.3	2.63540	77500	
260.4	2.63610	77500	
260.5	2.63710	77500	
260.6	2.63790	77500	
260.7	2.63890	77500	
260.8	2.63960	77500	
260.9	2.64040	77500	
261.0	2.64140	77500	
261.1	2.64210	77400	
261.2	2.64310	77500	
261.3	2.64390	77400	
261.4	2.64460	77400	
261.5	2.64560	77400	
261.6	2.64640	77400	
261.7	2.64710	77400	
261.8	2.64810	77500	
261.9	2.64890	77400	
262.0	2.64990	77500	
262.1	2.65070	77500	
262.2	2.65140	77500	
262.3	2.65240	77500	
262.4	2.65320	77500	
262.5	2.65420	77500	
262.6	2.65490	77500	
262.7	2.65570	77500	
262.8	2.65670	77500	
262.9	2.65740	77500	
263.0	2.65840	77500	
263.1	2.65920	77500	
263.2	2.65990	77400	
263.3	2.66090	77500	
263.4	2.66170	77400	
263.5	2.66240	77400	
263.6	2.66340	77500	
263.7	2.66420	77400	
263.8	2.66490	77400	
263.9	2.66590	77400	
264.0	2.66670	77400	
264.1	2.66770	77400	
264.2	2.66840	77400	
264.3	2.66920	77400	
264.4	2.67020	77400	
264.5	2.67090	77400	
264.6	2.67170	77400	
264.7	2.67270	77400	
264.8	2.67340	77400	
264.9	2.67440	77400	
265.0	2.67520	77400	
265.1	2.67590	77400	
265.2	2.67690	77400	
265.3	2.67770	77400	
265.4	2.67840	77400	
265.5	2.67920	77400	
265.6	2.68020	77400	
265.7	2.68090	77400	
265.8	2.68170	77400	
265.9	2.68270	77400	
266.0	2.68340	77400	
266.1	2.68420	77400	
266.2	2.68490	77400	
266.3	2.68590	77400	
266.4	2.68670	77400	
266.5	2.68740	77400	
266.6	2.68840	77400	
266.7	2.68920	77400	
266.8	2.68990	77400	
266.9	2.69090	77400	
267.0	2.69170	77400	
267.1	2.69270	77400	
267.2	2.69340	77400	
267.3	2.69420	77400	
267.4	2.69520	77400	
267.5	2.69590	77400	
267.6	2.69670	77400	
267.7	2.69770	77400	
267.8	2.69840	77400	
267.9	2.69940	77400	
268.0	2.70020	77400	
268.1	2.70100	77400	
268.2	2.70200	77400	
268.3	2.70270	77400	
268.4	2.70350	77400	
268.5	2.70450	77400	
268.6	2.70520	77400	
268.7	2.70620	77400	
268.8	2.70700	77400	
268.9	2.70770	77400	
269.0	2.70870	77400	
269.1	2.70950	77400	
269.2	2.71050	77400	
269.3	2.71120	77400	
269.4	2.71200	77400	
269.5	2.71300	77400	
269.6	2.71370	77400	
269.7	2.71470	77400	
269.8	2.71550	77400	
269.9	2.71620	77400	
270.0	2.71720	77400	
270.1	2.71800	77400	
270.2	2.71900	77400	
270.3	2.71970	77300	
270.4	2.72050	77300	
270.5	2.72150	77300	
270.6	2.72220	77300	
270.7	2.72300	77300	
270.8	2.72400	77300	
270.9	2.72470	77300	
271.0	2.72570	77300	
271.1	2.72650	77300	
271.2	2.72720	77300	
271.3	2.72820	77300	
271.4	2.72900	77300	
271.5	2.72970	77300	
271.6	2.73070	77300	
271.7	2.73150	77300	
271.8	2.73220	77300	
271.9	2.73300	77300	
272.0	2.73370	77300	
272.1	2.73470	77300	
272.2	2.73550	77300	
272.3	2.73620	77300	
272.4	2.73720	77300	
272.5	2.73800	77300	
272.6	2.73870	77300	
272.7	2.73970	77300	
272.8	2.74050	77300	
272.9	2.74120	77300	
273.0	2.74220	77300	
273.1	2.74300	77300	
273.2	2.74370	77300	
273.3	2.74470	77300	
273.4	2.74550	77300	
273.5	2.74650	77300	
273.6	2.74720	77300	
273.7	2.74800	77300	
273.8	2.74900	77300	
273.9	2.74970	77300	
274.0	2.75070	77300	
274.1	2.75150	77300	
274.2	2.75230	77300	
274.3	2.75330	77300	
274.4	2.75380	77300	
274.5	2.75480	77300	
274.6	2.75550	77300	
274.7	2.75650	77300	
274.8	2.75730	77300	
274.9	2.75800	77300	
275.0	2.75900	77300	
275.1	2.75950	77300	
275.2	2.76050	77300	
275.3	2.76100	77200	
275.4	2.76200	77200	
275.5	2.76280	77200	
275.6	2.76350	77200	
275.7	2.76480	77300	
275.8	2.76580	77200	
275.9	2.76650	77300	
276.0	2.76730	77300	
276.1	2.76800	77200	
276.2	2.76880	77200	
276.3	2.76930	77200	
276.4	2.77000	77200	
276.5	2.77100	77200	
276.6	2.77180	77200	
276.7	2.77250	77200	
276.8	2.77350	77200	
276.9	2.77480	77200	
277.0	2.77550	77200	
277.1	2.77630	77200	
277.2	2.77730	77200	
277.3	2.77800	77200	
277.4	2.77900	77200	
277.5	2.77950	77200	
277.6	2.78080	77200	
277.7	2.78150	77200	
277.8	2.78200	77200	
277.9	2.78280	77200	
278.0	2.78380	77200	
278.1	2.78450	77200	
278.2	2.78530	77200	
278.3	2.78630	77200	
278.4	2.78700	77200	
278.5	2.78800	77200	
278.5	2.78880	77200	
278.7	2.78950	77200	
278.8	2.79050	77200	
278.9	2.79150	77200	
279.0	2.79200	77200	
279.1	2.79280	77200	
279.2	2.79400	77200	
279.3	2.79450	77200	
279.4	2.79550	77200	
279.5	2.79630	77200	
279.6	2.79700	77200	
279.7	2.79800	77200	
279.8	2.79880	77200	
279.9	2.79950	77200	
280.0	2.80030	77200	
280.1	2.80130	77200	
280.2	2.80210	77200	
280.3	2.80280	77200	
280.4	2.80380	77200	
280.5	2.80460	77200	
280.6	2.80530	77200	
280.7	2.80630	77200	
280.8	2.80710	77200	
280.9	2.80810	77200	
281.0	2.80880	77200	
281.1	2.80960	77200	
281.2	2.81060	77200	
281.3	2.81130	77200	
281.4	2.81210	77200	
281.5	2.81310	77200	
281.6	2.81380	77200	
281.7	2.81460	77200	
281.8	2.81560	77100	
281.9	2.81630	77200	
282.0	2.81710	77100	
282.1	2.81810	77100	
282.2	2.81880	77100	
282.3	2.81980	77100	
282.4	2.82060	77100	
282.5	2.82130	77100	
282.6	2.82230	77100	
282.7	2.82310	77100	
282.8	2.82380	77100	
282.9	2.82480	77100	
283.0	2.82560	77100	
283.1	2.82660	77100	
283.2	2.82730	77100	
283.3	2.82810	77100	
283.4	2.82910	77100	
283.5	2.82980	77100	
283.6	2.83060	77000	
283.7	2.83130	77000	
283.8	2.83230	77000	
283.9	2.83310	77000	
284.0	2.83380	77000	
284.1	2.83480	77000	
284.2	2.83560	77000	
284.3	2.83660	77000	
284.4	2.83730	77000	
284.5	2.83810	77000	
284.6	2.83910	77000	
284.7	2.83980	77000	
284.8	2.84060	77000	
284.9	2.84160	76900	
285.0	2.84230	77000	
285.1	2.84310	76900	
285.2	2.84410	76900	
285.3	2.84480	76900	
285.4	2.84580	76900	
285.5	2.84660	76900	
285.6	2.84730	76900	
285.7	2.84810	76900	
285.8	2.84910	76800	
285.9	2.84990	76800	
286.0	2.85060	76800	
286.1	2.85160	76800	
286.2	2.85240	76800	
286.3	2.85310	76800	
286.4	2.85410	76800	
286.5	2.85490	76800	
286.6	2.85560	76800	
286.7	2.85640	76800	
286.8	2.85740	76800	
286.9	2.85810	76700	
287.0	2.85890	76700	
287.1	2.85990	76700	
287.2	2.86060	76700	
287.3	2.86140	76700	
287.4	2.86210	76600	
287.5	2.86310	76600	
287.6	2.86390	76600	
287.7	2.86460	76600	
287.8	2.86560	76500	
287.9	2.86640	76500	
288.0	2.86710	76500	
288.1	2.86810	76400	
288.2	2.86890	76400	
288.3	2.86960	76400	
288.4	2.87060	76400	
288.5	2.87140	76400	
288.6	2.87240	76400	
288.7	2.87310	76300	
288.8	2.87390	76300	
288.9	2.87490	76200	
289.0	2.87560	76200	
289.1	2.87660	76200	
289.2	2.87740	76100	
289.3	2.87840	76100	
289.4	2.87910	76000	
289.5	2.87990	76000	
289.6	2.88090	76000	
289.7	2.88160	76000	
289.8	2.88260	75900	
289.9	2.88340	75800	
290.0	2.88440	75700	
290.1	2.88510	75600	
290.2	2.88590	75600	
290.3	2.88690	75600	
290.4	2.88760	75500	
290.5	2.88860	75400	
290.6	2.88940	75300	
290.7	2.89040	75300	
290.8	2.89140	75200	
290.9	2.89210	75100	
291.0	2.89310	75000	
291.1	2.89390	74900	
291.2	2.89490	74800	
291.3	2.89560	74800	
291.4	2.89660	74700	
291.5	2.89760	74500	
291.6	2.89840	74400	
291.7	2.89940	74400	
291.8	2.90010	74200	
291.9	2.90120	74100	
292.0	2.90220	74000	
292.1	2.90290	73900	
292.2	2.90390	73700	
292.3	2.90470	73600	
292.4	2.90570	73500	
292.5	2.90670	73300	
292.6	2.90740	73200	
292.7	2.90840	73000	
292.8	2.90940	72800	
292.9	2.91020	72700	
293.0	2.91120	72500	
293.1	2.91220	72400	
293.2	2.91290	72200	
293.3	2.91390	72000	
293.4	2.91470	71800	
293.5	2.91570	71600	
293.6	2.91640	71400	
293.7	2.91720	71200	
293.8	2.91820	71000	
293.9	2.91890	70800	
294.0	2.91970	70600	
294.1	2.92070	70400	
294.2	2.92140	70200	
294.3	2.92220	70000	
294.4	2.92320	69700	
294.5	2.92390	69500	
294.6	2.92470	69200	
294.7	2.92570	69000	
294.8	2.92640	68700	
294.9	2.92740	68400	
295.0	2.92840	68000	
295.1	2.98050	67500	
295.2	2.93590	66500	
295.3	2.95500	1200	
295.4	2.97000	-600	
295.5	2.95670	-100	
295.6	2.95620	100	
295.7	2.96050	100	
295.8	2.96050	100	
295.9	2.96270	100	
296.0	2.96200	100	
296.1	2.96250	100	
296.2	2.96270	0	
296.3	2.96320	100	
296.4	2.96300	0	
296.5	2.96320	100	
296.6	2.96320	0	
296.7	2.96320	100	
296.8	2.96320	0	
296.9	2.96320	0	
297.0	2.96320	0	
297.1	2.96350	0	
297.2	2.96320	0	
297.3	2.96370	0	
297.4	2.96350	0	
297.5	2.96320	0	
297.6	2.96350	0	
297.7	2.96370	0	
297.8	2.96350	100	
297.9	2.96400	0	
298.0	2.96370	0	
298.1	2.96420	0	
298.2	2.96400	0	
298.3	2.96420	0	
298.4	2.96420	0	
298.5	2.96470	0	
298.6	2.96450	0	
298.7	2.96450	0	
298.8	2.96450	0	
298.9	2.96450	0	
299.0	2.96450	0	
299.1	2.96420	0	
299.2	2.96450	0	
299.3	2.96450	0	
299.4	2.96470	0	
299.5	2.96450	0	
299.6	2.96470	0	
299.7	2.96470	0	
299.8	2.96470	0	
299.9	2.96450	0	
300.0	2.96450	0	
300.1	2.96450	0	
